,hosQuad,Class
10240,chennai  i have t,0
10241,for me the hotel,0
10242,wifi connectivity the best,0
10243,moment hilton hotel in,0
10244,with hot food at,0
10245,were a bit tad,0
10246,contemporary design that can,0
10247,and professional staff naming,0
10248,buffet food you can,0
10249,long shifts to handle,0
10250,to me starting from,0
10251,forgets to feed n,0
10252,was played best music,0
10253,the option of a,0
10254,not have made a,0
10255,meet on th august,0
10256,small with a tiny,0
10257,exceeded to name a,0
10258,large and quiet nice,0
10259,service very much appreciate,0
10260,little boring after a,0
10261,and professional with all,0
10262,title does not do,0
10263,visit to hilton chennai,0
10264,hilton is a hotel,0
10265,from reception and restaurant,0
10266,you will be able,0
10267,room and most importantly,0
10268,service i stayed for,0
10269,they can be of,0
10270,in hotel one night,0
10271,bathroom food offering and,0
10272,well as the ac,0
10273,guest with great passion,0
10274,beyond to have stayed,0
10275,with laud music you,0
10276,a quick coffeesnack organised,0
10277,rooms are big with,0
10278,oasis in a sea,0
10279,goodnext time if i,0
10280,centre but very close,0
10281,you each morning sabeena,0
10282,serviced buy their men,0
10283,prior to going on,0
10284,for your preferences  jus,0
10285,appreciate your insights and,0
10286,has always been used,0
10287,coming to stay in,0
10288,a morning flight and,0
10289,and goodrestaurants very good,0
10290,with finest food makes,0
10291,nice restaurants and of,0
10292,once we step into,0
10293,time you checkin till,0
10294,the hilton i contacted,0
10295,old girl and the,0
10296,wrong they forgot my,0
10297,your stay in the,0
10298,to the room  ver,0
10299,and served as ordinary,0
10300,is professional the breakfast,0
10301,in chennai traffic i,0
10302,hotels in other cities,0
10303,close to airport in,0
10304,restaurants especially the buffet,0
10305,be brought down and,0
10306,great value for money,0
10307,front doors of the,0
10308,second to none i,0
10309,and its proximity to,0
10310,at hilton chennai and,0
10311,arranging the room nicely,0
10312,food quality options is,0
10313,i would recommend this,0
10314,five years ago but,0
10315,everything i needed for,0
10316,both restaurants has great,0
10317,far this was the,0
10318,again dear guest we,0
10319,very enjoyable hotel definitely,0
10320,all aspects of our,0
10321,of a pub you,0
10322,a five star hotel,0
10323,welcome drink the room,0
10324,and congrats especially mr,0
10325,my last week both,0
10326,free wireless internet eat,0
10327,on your future visits,0
10328,to every need of,0
10329,metro and the business,0
10330,food and bar options,0
10331,qbar at the hotel,0
10332,like food hobbies and,0
10333,vintage bank it is,0
10334,a nice place to,0
10335,complimentary if you book,0
10336,chennai roof top pool,0
10337,very brief we are,0
10338,other properties i have,0
10339,i had one on,0
10340,particular location has a,0
10341,really awesome very sprawling,0
10342,sumit ashkar and vidyottamaor,0
10343,and i stayed along,0
10344,utter shock i am,0
10345,sometimes but that is,0
10346,cooperative staff from different,0
10347,me very nicely with,0
10348,at the sky and,0
10349,for coordinating my boss,0
10350,was very comfortable in,0
10351,on business and stayed,0
10352,veg roll snack is,0
10353,nights this has got,0
10354,what service levels should,0
10355,thumping disco music all,0
10356,this was my very,0
10357,a great check in,0
10358,among all the  sta,0
10359,room service and even,0
10360,option for a business,0
10361,them to great heights,0
10362,likeable i stayed for,0
10363,daily welcome to the,0
10364,lobby with obvious question,0
10365,top floor this is,0
10366,all made are staying,0
10367,airport and friendly staff,0
10368,kartik hariom gunja nitin,0
10369,very comfortable slumberful serenity,0
10370,and everyone had a,0
10371,by the hilton team,0
10372,went the extra mile,0
10373,if you want to,0
10374,at the top if,0
10375,made special made to,0
10376,times dinner also has,0
10377,how to take care,0
10378,do enough for you,0
10379,which was small touch,0
10380,hotel as it was,0
10381,they were there in,0
10382,type of food fresh,0
10383,comfortable air con worked,0
10384,facilitiesquality of stay you,0
10385,food he serves shahraj,0
10386,this everything else is,0
10387,hilton in chennai was,0
10388,good i recommend hilton,0
10389,he introduce with like,0
10390,rest before an early,0
10391,the airport gunja from,0
10392,best food is excellent,0
10393,exceeded all our expectations,0
10394,which i dont think,0
10395,in as well as,0
10396,last year in august,0
10397,nicely decorated not the,0
10398,were so helpful specially,0
10399,who i am proud,0
10400,the airport approx   mi,0
10401,bars and restaurants were,0
10402,and whenever i am,0
10403,it the hotel was,0
10404,a  star property s,0
10405,remarkable i have to,0
10406,you may miss out,0
10407,hotels in chennai excellent,0
10408,chennai i had finally,0
10409,i came to chennai,0
10410,at the other hotel,0
10411,view the city my,0
10412,never stay anywhere else,0
10413,good only one area,0
10414,and very attentive nice,0
10415,continental fruits fish room,0
10416,a typical modern a,0
10417,great staff they remember,0
10418,and courstey of lobby,0
10419,pleasure hotel in good,0
10420,wedding which was held,0
10421,if you need anything,0
10422,are also of premium,0
10423,day in office and,0
10424,feedback regarding the pool,0
10425,is hip hop with,0
10426,office was very close,0
10427,was a place where,0
10428,breakfast was great the,0
10429,it feel like home,0
10430,he serves shahraj gunja,0
10431,his culinary skills dinner,0
10432,my favourite restaurant staff,0
10433,two weeks in the,0
10434,enough to be bothersome,0
10435,prepare everything well there,0
10436,station nothing much of,0
10437,chennai defiantly added to,0
10438,stay only thing is,0
10439,there is no service,0
10440,i definitely recumbent to,0
10441,a half years at,0
10442,our first visit to,0
10443,airline delays indigo airlines,0
10444,us i was very,0
10445,i found the bed,0
10446,ever  the cabana an,0
10447,and was just the,0
10448,and its live counter,0
10449,what can i say,0
10450,helpful thanks for the,0
10451,airport and having stayed,0
10452,which gave us access,0
10453,stayed in to date,0
10454,music stops on friday,0
10455,to go gluten thank,0
10456,pricing awesome food good,0
10457,of mind they suggest,0
10458,date and your budget,0
10459,right at the doorstep,0
10460,hilton chennai for one,0
10461,and am aware that,0
10462,extremely friendly and attentive,0
10463,so very friendly and,0
10464,is excellent roof bar,0
10465,of years this new,0
10466,surprised to have authentic,0
10467,the staff provided outstanding,0
10468,over those years consistent,0
10469,shower and room all,0
10470,big and comfortable bed,0
10471,food availability was really,0
10472,have taken your feedback,0
10473,all aboard to make,0
10474,there to celebrate new,0
10475,this was my first,0
10476,est was a little,0
10477,other five star hotels,0
10478,thing is there were,0
10479,delightful extremely helpful and,0
10480,chennai is a hot,0
10481,main reason i headed,0
10482,available but no more,0
10483,the hotel good hotel,0
10484,is very nice in,0
10485,continue for couple of,0
10486,private clients inroom entertainment,0
10487,a perfectly serviced hotel,0
10488,were great hotel great,0
10489,decor is nice though,0
10490,wonderful though the indian,0
10491,over flowing indian hospitality,0
10492,the past  weeks no,0
10493,the beautiful and comfortable,0
10494,delicious we were lucky,0
10495,great service from all,0
10496,the hotel always this,0
10497,times every time i,0
10498,a real treatwhat an,0
10499,is great right from,0
10500,internet and breakfast included,0
10501,overall good rating i,0
10502,nice  this is on,0
10503,new hotel with great,0
10504,for me it was,0
10505,place is well located,0
10506,service provided the they,0
10507,to assist with my,0
10508,next person whom we,0
10509,staying in a hotel,0
10510,the airport which is,0
10511,the dinner quality was,0
10512,friendly and helpful gym,0
10513,right from the hotels,0
10514,moments among the kind,0
10515,felt like we were,0
10516,thats the worst part,0
10517,staying here and would,0
10518,amount for a very,0
10519,impossible to sleep other,0
10520,various promotions and activities,0
10521,well kept and the,0
10522,and the service from,0
10523,at any hotels i,0
10524,work with you abi,0
10525,is the lack of,0
10526,always have been very,0
10527,im glad we did,0
10528,loved the ambiance in,0
10529,i am loathe to,0
10530,exceptional i have already,0
10531,by location  the hote,0
10532,staff too good a,0
10533,office is very helpful,0
10534,an internet cafe in,0
10535,very friendly and provide,0
10536,staff provided regarding restaurants,0
10537,his hilton stays are,0
10538,excellent facilities only improved,0
10539,inconvenience you experienced and,0
10540,room and comfortable bed,0
10541,hilton brands international reputation,0
10542,it is very comfortable,0
10543,of stay you wont,0
10544,in dinners were very,0
10545,food there  the da,0
10546,stay the breakfast is,0
10547,happy hours drinks at,0
10548,on hand to help,0
10549,my life have i,0
10550,some amazing towel animals,0
10551,me feel very comfortable,0
10552,had a rain shower,0
10553,and resourceful in gathering,0
10554,the deluge of rain,0
10555,and the things which,0
10556,delightful service that the,0
10557,guests when they stay,0
10558,rooms and lot of,0
10559,at rd floor restaurant,0
10560,make over i found,0
10561,after the wedding and,0
10562,once you negotiate the,0
10563,a very good local,0
10564,only problem with this,0
10565,silence  beauty of th,0
10566,confortable and spacious with,0
10567,bouquet and a decked,0
10568,outlets bar and restaurants,0
10569,in returning every time,0
10570,about this place is,0
10571,restaurants are international with,0
10572,food with good ambience,0
10573,several more opulent hotels,0
10574,good option for dinner,0
10575,gunja and reshma on,0
10576,in and luggage delivery,0
10577,from the airport in,0
10578,make the right decision,0
10579,hilton in chennai need,0
10580,close to business center,0
10581,rooftop additionally the place,0
10582,stylish the rooms are,0
10583,i stay here every,0
10584,was addressed inside and,0
10585,a bite shop adjacent,0
10586,star hotel without a,0
10587,on all counts  awesom,0
10588,highly recommended rooftop bar,0
10589,to call back twice,0
10590,a great experience staying,0
10591,ensure the experience is,0
10592,we also appreciate your,0
10593,door to the phone,0
10594,perfect for us the,0
10595,restaurant and warm welcome,0
10596,in the city  on,0
10597,personally felt chennai has,0
10598,and makes note of,0
10599,i left that i,0
10600,big not too far,0
10601,noise it just looks,0
10602,for leisure they have,0
10603,i visit india every,0
10604,rooms are very cosy,0
10605,for making me feel,0
10606,really wonderful and supervisoroy,0
10607,property not too far,0
10608,prices for food are,0
10609,subtle lookespecially the silver,0
10610,second floor with a,0
10611,your needs food is,0
10612,fab deal for this,0
10613,recommend this hotel to,0
10614,same duty manager the,0
10615,work stayed at the,0
10616,gave me such a,0
10617,they replied same day,0
10618,took the ba red,0
10619,have no words to,0
10620,is sent to you,0
10621,for free provide fruit,0
10622,know who you arethanks,0
10623,prompt felt the staff,0
10624,by and i could,0
10625,small but same if,0
10626,of the airport gunja,0
10627,airport this hotel could,0
10628,about my room or,0
10629,train station but it,0
10630,time i was upgraded,0
10631,arrangements the breakfast table,0
10632,dinner here for about,0
10633,the gates it was,0
10634,team to give the,0
10635,has a good bathtub,0
10636,for the business traveler,0
10637,great very close to,0
10638,can wake you up,0
10639,fantastic and i didnt,0
10640,are awesome thanks to,0
